                                Constant values
                                constants  Mon Feb 16 14:08:33 UTC 2026
--------------------------------------------------------------------------------
Index   vout_meas       
--------------------------------------------------------------------------------
0	8.000000e-01	
1	8.250000e-01	
2	8.500000e-01	
3	8.750000e-01	
4	9.000000e-01	
5	9.250000e-01	
6	9.500000e-01	
7	9.750000e-01	
