                                Constant values
                                constants  Mon Feb 16 14:08:33 UTC 2026
--------------------------------------------------------------------------------
Index   results_gain    
--------------------------------------------------------------------------------
0	-3.82312e+01	
1	-3.62940e+01	
2	-3.85738e+01	
3	-3.57089e+01	
4	-3.70054e+01	
5	-3.79605e+01	
6	-3.77382e+01	
7	-3.81463e+01	
8	-3.81390e+01	
9	-3.71154e+01	
10	-3.79730e+01	
11	-3.76133e+01	
12	-3.65716e+01	
13	-3.82097e+01	
14	-3.68768e+01	
15	-3.77691e+01	
16	-3.73939e+01	
17	-3.82621e+01	
18	-3.89927e+01	
19	-3.68653e+01	
20	-3.57365e+01	
21	-3.82854e+01	
22	-3.72680e+01	
23	-3.76817e+01	
24	-3.75097e+01	
25	-3.85588e+01	
26	-3.68936e+01	
27	-3.49944e+01	
28	-3.70515e+01	
29	-3.66664e+01	
30	-3.78711e+01	
31	-3.87682e+01	
32	-3.80379e+01	
33	-3.73371e+01	
34	-3.78732e+01	
35	-3.80457e+01	
36	-3.66357e+01	
37	-3.72033e+01	
38	-3.74396e+01	
39	-3.56718e+01	
40	-3.71744e+01	
41	-3.80872e+01	
42	-3.74505e+01	
43	-3.82430e+01	
44	-3.70600e+01	
45	-3.85702e+01	
46	-3.70759e+01	
47	-3.78623e+01	
48	-3.73218e+01	
49	-3.53543e+01	
50	-3.74018e+01	
51	-3.62704e+01	
52	-3.64499e+01	
53	-3.82108e+01	
54	-3.76356e+01	

Index   results_gain    
--------------------------------------------------------------------------------
55	-3.76538e+01	
56	-3.76512e+01	
57	-3.66805e+01	
58	-3.98932e+01	
59	-3.83165e+01	
60	-3.59691e+01	
61	-3.87250e+01	
62	-3.81006e+01	
63	-3.74425e+01	
64	-3.69096e+01	
65	-3.92276e+01	
66	-3.85072e+01	
67	-3.73147e+01	
68	-3.59998e+01	
69	-3.76042e+01	
70	-3.70938e+01	
71	-3.66512e+01	
72	-3.76307e+01	
73	-3.79696e+01	
74	-3.92456e+01	
75	-3.79758e+01	
76	-3.68450e+01	
77	-3.81992e+01	
78	-3.88490e+01	
79	-3.61504e+01	
80	-4.04296e+01	
81	-3.55519e+01	
82	-3.64422e+01	
83	-3.65129e+01	
84	-3.76912e+01	
85	-3.53231e+01	
86	-3.77882e+01	
87	-3.68906e+01	
88	-3.90316e+01	
89	-3.75567e+01	
90	-3.78371e+01	
91	-3.72440e+01	
92	-3.99880e+01	
93	-3.64660e+01	
94	-3.78598e+01	
95	-3.79724e+01	
96	-3.77131e+01	
97	-3.67524e+01	
98	-3.65216e+01	
99	-3.79724e+01	
