 ** sch_path: /foss/designs/modulo6/tt_um_psei_ota_qboost/xschem/dac3bit_tb.sch
 Operating Point  Wed Aug 26 16:31:55  2026
--------------------------------------------------------------------------------
Index   inl             
--------------------------------------------------------------------------------
0	0.000000e+00	
1	-4.44089e-15	
2	0.000000e+00	
3	0.000000e+00	
4	-4.44089e-15	
5	-4.44089e-15	
6	0.000000e+00	
7	0.000000e+00	
