                                Constant values
                                constants  Mon Feb 16 14:08:33 UTC 2026
--------------------------------------------------------------------------------
Index   results_f0      
--------------------------------------------------------------------------------
0	3.507520e+06	
1	3.311310e+06	
2	3.589220e+06	
3	3.235940e+06	
4	3.467370e+06	
5	3.507520e+06	
6	3.467370e+06	
7	3.507520e+06	
8	3.507520e+06	
9	3.467370e+06	
10	3.589220e+06	
11	3.548130e+06	
12	3.311310e+06	
13	3.507520e+06	
14	3.388440e+06	
15	3.467370e+06	
16	3.548130e+06	
17	3.467370e+06	
18	3.548130e+06	
19	3.427680e+06	
20	3.198900e+06	
21	3.548130e+06	
22	3.427680e+06	
23	3.548130e+06	
24	3.548130e+06	
25	3.507520e+06	
26	3.388440e+06	
27	3.162280e+06	
28	3.427680e+06	
29	3.427680e+06	
30	3.467370e+06	
31	3.548130e+06	
32	3.507520e+06	
33	3.427680e+06	
34	3.388440e+06	
35	3.427680e+06	
36	3.349650e+06	
37	3.427680e+06	
38	3.467370e+06	
39	3.349650e+06	
40	3.427680e+06	
41	3.467370e+06	
42	3.507520e+06	
43	3.507520e+06	
44	3.349650e+06	
45	3.507520e+06	
46	3.388440e+06	
47	3.467370e+06	
48	3.349650e+06	
49	3.273410e+06	
50	3.467370e+06	
51	3.388440e+06	
52	3.388440e+06	
53	3.427680e+06	
54	3.427680e+06	

Index   results_f0      
--------------------------------------------------------------------------------
55	3.467370e+06	
56	3.427680e+06	
57	3.349650e+06	
58	3.630780e+06	
59	3.467370e+06	
60	3.273410e+06	
61	3.589220e+06	
62	3.507520e+06	
63	3.507520e+06	
64	3.388440e+06	
65	3.630780e+06	
66	3.548130e+06	
67	3.388440e+06	
68	3.311310e+06	
69	3.427680e+06	
70	3.349650e+06	
71	3.311310e+06	
72	3.548130e+06	
73	3.548130e+06	
74	3.630780e+06	
75	3.467370e+06	
76	3.427680e+06	
77	3.467370e+06	
78	3.548130e+06	
79	3.311310e+06	
80	3.589220e+06	
81	3.311310e+06	
82	3.311310e+06	
83	3.427680e+06	
84	3.548130e+06	
85	3.235940e+06	
86	3.507520e+06	
87	3.388440e+06	
88	3.630780e+06	
89	3.467370e+06	
90	3.548130e+06	
91	3.467370e+06	
92	3.672820e+06	
93	3.349650e+06	
94	3.467370e+06	
95	3.467370e+06	
96	3.507520e+06	
97	3.388440e+06	
98	3.311310e+06	
99	3.427680e+06	
